Complex_Sentence_ID,Annotated_Triples
CS639,"(Pres.; is; President),(Thomas Jefferson; appointed; receiver of the land office at Zanesville),(he; appointed by; Thomas Jefferson),(He; served from; 1805),(He; served until; December 1826),(He; resigned; in favor of his son Bernard),(He; favor of; son Bernard),(His son Bernard; favored by; He),(He; move in; Zanesville Ohio),(He; move in; 1805)"
CS640,"(Pres.; is; President),(Thomas Jefferson; appointed; receiver of the land office at Zanesville),(receiver of the land office at Zanesville; appointed by; Thomas Jefferson),(He; served from; 1805),(He; served till; December 1826),(He; resigned; in favor of his son Bernard),(his son Bernard; be in favor of ; He),(One; responded; practitioner)"
CS641,"(results; were not; statistically significant),(practitioner; correctly identified; 11 of 20 subjects),(Some subjects; suffered from; chronic pain),(Some subjects; did not have; chronic medical conditions)"
CS642,"(Results; were not; statistically significant),(11; identified as having; chronic pain),(practitioner; identified; 11),(20; subjects of; practitioner),(Practitioner; identified; 9 subjects),(Practitioner; identified; 20 subjects),(9 subjects; not having; chronic medical conditions),(Thondavada; is; historical village)"
CS643," (It; is located in; Chandragiri mandal),(Chandragiri mandal; of; Chittoor district),(Chittoor district; of; India),(It; located in; Andhra Pradesh),(It; is situated at; headwaters of the Swarnamuki River),(Thondavada; be; historical village)"
CS644,"(Chandragiri mandal; is in; Chittoor district),(Indian state; is in; Andhra Pradesh),(Swarnamuki River; at; headwaters),(headwaters; of; Swarnamuki River),(Thoughts; about; Limerent object),(Limerent object; be; unnervingly consistent)"
CS645,"(Thoughts; define; Experiences),(Experiences; defined by; Thoughts),(Events; bring; thoughts),(Associations; bring; thoughts),(Stimuli; bring; thoughts),(Experiences; bring; thoughts),(Thoughts; of; limerent object),(thoughts; shape; experiences),(Thoughts; are returning; limerent object)"
CS646,"(Thoughts; Define; Experiences),(Events; bring; thoughts),(Associations; bring; thoughts),(Stimuli; bring; thoughts),(Experiences; bring; thoughts),(Thoughts; of; limerent object),(Mind; Has; Limerent Object),(Thoughts; are constant; limerent object)"
CS647,"(Thoughts; define; Experiences),(Thoughts; define; Limerent Object),(Thoughts; return; Events),(Thoughts; return; Associations),(Thoughts; return; Stimuli),(Thoughts; return; Experiences),(Limerent Object; receive; Thoughts),(Thoughts; be about; limerent object),(Thoughts; be consistent; limerent object),(Thoughts; be about ; limerent object),(limerent object; be consistent; Thoughts)"
CS648,"(Wear debris; transferred; ),(Lumps; be; created),(oxide surface layer; penetrated; ),(underlying bulk material; suffered damage; Yes),(Plastic deformation; happened; energy accumulation),(Plastic flow; happened; energy accumulation),(Plastic deformation; caused; plastic flow),(Temperature; increased; )"
CS649,"(Pasha's team; approached by; small business community members),(Socialist; approached by; small business community members),(Pasha's team; located at; Socialist),(They; weren't able to help; as their pricing was for larger enterprises),(An idea; came after; this)"
CS650,"(He; started; working),(He; worked; International Marine Radio Company),(He; become; director),(He; of; company),(He; retired from; company),(He; retired in; 1950)"
CS651,"(He; start working for; International Marine Radio Company),(He; became; director),(He; became; company),(He; retired from; company),(He; retired in; 1950)"
CS652,"(The Commonwealth Court of Conciliation and Arbitration; ""existed in""; Australia),(It; have; ability),(Ability; arbitrate; interstate industrial disputes),(court; defunct; now)"
CS653,"(Puerto Rico; awards; Nemesio Canales Award in Literature),(Nemesio Canales Award in Literature; awarded; every year),(Puerto Rico; honors; outstanding young writers),(outstanding young writers; receive; Nemesio Canales Award),(Nemesio Canales; named after; public housing project in San Juan),(public housing project in San Juan; named after; Nemesio Canales)"
CS654," (Puerto Rico; awards; Nemesio Canales Award in Literature),(Nemesio Canales Award in Literature; awarded; every year),(It; recognizes; outstanding young writers),(public housing project; is; in San Juan),(public housing project; named after; him)"
CS655,"(Harry; realize; Kevin is home alone),(Marv; realize; Kevin is home alone),(Kevin; overhears; them discussing plans to break into his house),(Them; discuss plans; to break into Kevin's house),(Kevin; be; alone),(Kevin; be; home),(Christmas Eve; have; Kevin),(Harry; plan to break into; Kevin's house),(Marv; plan to break into; Kevin's house)"
CS656,"(Frederik van Pallandt; settle; Philippines),(Frederik van Pallandt; settle; early 1990s),(He; shot dead; Susannah),(Susannah; shot dead in; 1994)"
CS657,"(Governments; accused of; cronyism),(Governments; spending; public funds),(Democratic governments; urged to be open and transparent; financial and contracting activities)"
CS658,"(Governments; be accused of; cronyism),(Transparency; is; important),(Government Accounting; is; Transparent),(Government Contracting; is; Transparent),(Public; should spend; money responsibly),(Democracies; need; to be transparent)"
CS659,"(Governments; be accused of; cronyism),(democratic governments; need; to be transparent with their money),(democratic governments; require; transparency),(Public; should manage; transparency),(Money; should be managed; transparency)"
CS660," (Barton in the Beans; is; a hamlet),(a hamlet; belongs to; England),(Leicestershire; is in; Hinckley and Bosworth district),(Barton in the Beans; is part of; Shackerstone civil parish)"
CS661,"(Barton in the Beans; is; hamlet),(hamlet; in; England),(Barton in the Beans; is located in; Hinckley and Bosworth district of Leicestershire),(Barton in the Beans; forms part of; Shackerstone civil parish)"
CS662," (Barton in the Beans; is; hamlet),(Barton in the Beans; located in; England),(Barton in the Beans; is in ; Hinckley and Bosworth district of Leicestershire),(Barton in the Beans; forms part of; Shackerstone civil parish)"
CS663,"(Native group; granted; settlement),(settlement; be; generous),(Twelve; have been created by; ANCSA),(large; have been created by; ANCSA),(profitable; have been created by; ANCSA),(corporations; have been created by; ANCSA)"
CS664,"(Adulteration; Create; Addiction),(Other drugs; Adulterated; Create),(Cannabis; has been adulterated with; methamphetamine),(B.C. Canada; is location of; Cannabis)"
CS665,"(Other drugs; are adulterated with; substances),(substances; create; addiction),(B.C. Canada; adulteration; cannabis),(B.C. Canada; add; methamphetamine)"
CS666,"( This remastered set; was released; in Region 1 on March 3 2009 ),(US set; contains; more extras)"
CS667," (continuing education; offer; evening courses),(evening courses; be offered; continuing education),(Both; credit; divisions),(Both; non-credit; divisions),(divisions; are; available),(Corporate training; is offered; Also)"
CS668,"(Continuing education; offer; evening courses),(Credit and non credit divisions; offer; evening courses),(Corporeate Training; is available; null)"
CS669,"(it; have; 449 men),(Twelve; killed at; Malvern Hill),(57; were wounded at; Malvern Hill),(Six men; were missing; Malvern Hill),(Malvern Hill; had missing; Six men),(57 men; wounded during; Maryland Campaign)"
CS670,"(Malvern Hill; have; 449 men),(June 1862; report; 449 men),(12 Men; killed at; Malvern Hill),(57 Men; wounded at; Malvern Hill),(6 Men; missing at; Malvern Hill),(Malvern Hill; reported in; June 1862),(57; were wounded during; Maryland Campaign in June 1862),(Maryland Campaign; occurred in; June 1862)"
CS671,"(Thomas; attended; Society of Friends school),(Thomas; attended; Baltimore),(Thomas; transferred; with her cousin Bessie),(Thomas; transferred; to the Howland Institute),(Thomas; transferred; in October 1872),(Bessie; transferred; with her cousin Thomas),(Bessie; transferred; to the Howland Institute),(Bessie; transferred; in October 1872),(Howland Institute; was; Quaker boarding school),(Howland Institute; located near; Ithaca New York)"
CS672,"(Hawks; kill; adults),(Hawks; kill; young),(Owls; kill; adults),(Owls; kill; young),(Snakes; kill; adults),(Snakes; kill; young),(Forest; cause; habitat loss),(This species; has; no major conservation concerns over most of its range)"
CS673,"(He; retired; 1952),(He; ran; a pub in Aintree),(He; died; October 1986),(He; is aged; 76)"
CS674,"(He; retired in; 1952),(He; ran; pub),(He; is in; Aintree),(He; died; October 1986),(He; was; 76 year old),(He; died at; 76)"
CS675,"(He; retired; 1952),(He; run; pub),(pub; located in; Aintree),(He; die; October 1986),(He; die; 1986),(He; was; 76 years old)"
CS676,"(He; returned; 25 March 1945),(He; claimed; 26 tanks destroyed),(The war; ended; .)"
CS677,"(He; returned to; operations),(He; returned on; 25 March 1945),(He; claimed; destroyed 26 tanks),(He; claimed; end of the war)"
CS678,"(The Turks; looting; countryside),(The Turks; pillaging; countryside),(Thrace; was in the hands of; Halil Pasha),(Halil Pasha; had; Thrace),(Two Years; duration of; Thrace),(local inhabitants; did not cultivate; lands),(lands; cultivated by; local inhabitants)"
CS679,"(Bayport; be; station stop),(station stop; along; Montauk Branch),(The first depot; opened; March 1869),(depot; was razed; 1903)"
CS680,"(Bayport; be; station stop),(Montauk Branch; have; station stop),(The first depot; opened; in March 1869),(The first depot; opened on; March 1869),(Depot; razed; 1903)"
CS681,"(Smith; arranged; NATO air strikes),(Smith; arranged; artillery barrage),(Bosnian forces; ground assault; This),(Croatian forces; ground assault; This),(The siege; was lifted; as a result),(The Dayton Agreement; was signed; then)"
CS682,"(Smith; arranged; NATO air strikes and artillery barrages),(Bosnian and Croatian forces; launched; ground assault),(Bosnian and Croatian forces; end; siege),(Dayton Agreement; lead to; This)"
CS683," (Rev. George Schwarz; arrive; September 1887),(Rev. Wilhelm Poland; arrived; 1889),(Mission staff; reorganize; There)"
CS684," (Shahid Kapoor; is; Bollywood actor),(Shahid Kapoor; from; Pankaj Kapoor),(Ishaan Khattar; is; her son),(her; have; second marriage)"
CS685,"(He; elected; 1976),(He; serve as Minister of Health; 1990),(He; serve as Minister of Health; 2000),(He; left; minister),(He; left; 1974)"
CS686,"(Cone snails; are; carnivorous),(Cone snails; are; predatory),(Cone snails; hunt; prey),(Cone snails; eat; prey),(Cone snails; eat; marine worms),(Cone snails; eat; small fish),(Cone snails; eat; mollusks),(Cone snails; eat; other cone snails)"
CS687,"(Cone snails; are; carnivorous),(Cone snails; are; predatory),(Cone snails; hunt; prey),(Cone snails; eat; prey),(Cone snails; consume; marine worms),(Cone snails; feed on; small fish),(Cone snails; feed on; mollusks),(Cone snails; eat; other cone snails)"
CS688,"(Cone snails; are; carnivorous),(Cone snails; are; predatory),(Cone snails; hunt; prey),(Cone snails; eat; prey),(Cone snails; eat; marine worms),(Cone snails; eat; small fish),(Cone snails; eat; mollusks),(Cone snails; eat; other cone snails)"
CS689,"(Steel Design; chosen; after bids),(Bids; came in; too high),(The plan; use; concrete),(The plan; keep; costs down)"
CS690,"(plan; use; concrete),(original; be; plan),(A steel design; chosen; instead),(The bids; were; too high),(The bids; for; the concrete bridge)"
CS691,"(A steel design; was; chosen),(bid; be; too high),(plan; use; concrete),(cost; was; consideration)"
CS692,"(She; attended; college),(She; had; two serious boyfriends),(She; stated; she was a virgin),(She; had taken; IV drugs),(She; had never received; blood transfusion)"
CS693,"(She; attended; college),(She; have; two serious boyfriends),(two serious boyfriends; be; She's),(she; state; she was a virgin),(She; had; never taken IV drugs),(She; had; never received a blood transfusion)"
CS694,"(Number of properties; are; 4000 plus),(Properties; are rented; Half),(landlord; is now; Places for People),(residential properties; have; good mix)"
CS695,"(residential properties; is a; good mix),(Half of 4000 properties; are; rented),(landlord; is now; Places for People)"
CS696,"(Han; started; fight),(fight; started in; mess hall),(He; was draggedto; isolation cell),(isolation cell; was for; punishment ),(Han; overpowered; guards),(He; escaped; disguised),(He; escaped in; guard's uniforms)"
CS697,"(Its name; changed; many times over the years),(Latvia; was part of; USSR),(It; named after; Janis Fabricius),(Janis Fabricius; military commander of; Red Army)"
CS698,"(It; changed; name),(name; changed many times; over the years),(regime change; due to; country),(Latvia; named after; Janis Fabricius),(Janis Fabricius; was a military commander of; Red Army)"
CS699,"(The Phillips Covered Bridge; is in; Parke County Indiana),(It; is a; Burr Arch Truss covered bridge structure),(Joseph A. Britton; built; it),(it; built by; Joseph A. Britton),(It; built in; 1909),(It; southeast of; Montezuma Indiana)"
CS700,"(WW2; began in; 1940),(The factory; turned over to; produce munitions),(factory; produce; munitions),(hostilities; ceased; no suitable engines available),(hostilities; ended; no suitable engines available),(suitable engines; unavailable; after hostilities),(company; was; wound up)"
CS701,"(WW2; began in; 1940),(Factory; was turned over; to make munitions),(suitable engines; were not available after; WW2),(company; was; wound up)"
CS702," (The magazine; founded in; Australia),(Geoff Hill; founder of; magazine),(magazine; founded by; Geoff Hill),(magazine; found in; 1984),(Magazine; relocated to ; United Kingdom)"
CS703,"(Geoff Hill; founded; magazine),(magazine; founded in; 1984),(magazine; founded in; Australia),(Magazine; relocated to; United Kingdom),(Magazine; relocated in; 1984)"
CS704,"(He; attempted to see; her),(She; was a; murderer),(He; was allowed to; meet her),(He; was allowed to meet on; 27 September 2005)"
CS705,"(He; is an uncle to; Daniel Urlich),(Paula; parents of; Daniel Urlich),(John; parents of; Daniel Urlich),(Michael; is uncle of; Daniel Urlich),(Daniel Urlich; has uncle; Michael)"
CS706,"(He; is an uncle to; Daniel Urlich),(Paula; is Parent of; Daniel Urlich),(John; is parent of; Daniel Urlich),(Michael; is uncle of; Daniel Urlich)"
CS707,"(John Olsen; challenged; Dean Brown),(John Olsen; challenged for; Liberal leadership),(Liberal Leadership; challenge in; 1996),(John Olsen; have been Premier of; South Australia),(John Olsen; have been in power for; around 12 months on election day)"
CS708,"(house; was built in; 1850),(National Historic Register; added to; 1985)"
CS709,"(The house; was built in; 1850),(It; added in; National Historic Register),(National Historic Register; added in; 1985)"
CS710,"(She; faced; obstacle),(She; faced; larger obstacle),(obstacle; happened during; 11th grade),(Her father; was diagnosed with; lung cancer),(He; recovered after; treatment)"
CS711,"(She; faced; obstacle),(Obsttacle; faced during; 11th grade),(Her father; was diagnosed with; lung cancer),(He; recovered after; treatment)"
CS712,"(She; has; above average IQ),(She; is not; a very good student),(She; has; A in Art),(She; has; one older sister),(Janine; is; genius)"
CS713,"(These regions; had; diverse range of peoples),(These regions; were unified by; an Islamic culture),(Islamic culture; unified; These regions),(Culture; based on; religious foundations),(Culture; based on; civic foundations)"
CS714," (These regions; had; diverse peoples),(These regions; contain; diverse peoples),(diverse peoples; live in; These regions),(These regions; unified by; Islamic culture),(Islamic culture; unified; These regions),(culture; based on; religious foundations),(culture; based on; civic foundations)"
CS715,"(these regions; had; diverse range of peoples),(They; unified by; Islamic culture),(culture; based on; religious foundation),(culture; based on; civic foundations)"
CS716,"(group; focus on; Japanese market),(They; release; debut single),(debut single; release on; 26 June 2013)"
CS717,"(group; focus on; Japanese market),(They; release; debut single),(debut single; release on; 26 June 2013')"
CS718,"(Group; focus on; Japanese market),(They; will release; debut single),(debut single; will release on; 26 June 2013)"
CS719,"(He; was from; Verata),(He; resided in; Navitilevu Bay),(He; lived in; Ra),(He; stayed along; Dewala Creek),(He; resided in; Nakorotubu's interior)"
CS720,"(He; was from; Verata),(He; live near; Drauniivi),(He; reside in; Navitilevu Bay),(He; came from; Ra),(He; live; along the Dewala Creek),(He; resided; interior of Nakorotubu)"
