Simple_Sentence_ID,Complex_Sentence_ID,Annotated_Triples,
CS101-SIM-4,CS101,"(Rams, Used For, Siring Lambs for Slaughter)",
CS102-SIM-1,CS102,"(Multiple births, occur, often)",
CS102-SIM-2,CS102,"(Rams, produce, Lambs) (Lambs, be used for, Slaughter)",
CS102-SIM-3,CS102,"(Commercial operations, benefit from, multiple births)",
CS102-SIM-4,CS102,"(Rams, be bred, for specific purposes) (Rams, have purpose, specific)",
CS103-SIM-1,CS103,"(1876 presidential election,be,23rd quadrennial election)",
CS103-SIM-2,CS103,"(1876 presidential election, held, November 7)",
CS103-SIM-3,CS103,"(The election, was held in, United States)",
CS104-SIM-1,CS104," (The 1876 United States presidential election, took place on, November 7th)  (United States, participated in, 1876 United States presidential election)",
CS104-SIM-2,CS104,"(1876, be, 23rd quadrennial presidential election in America), (23rd quadrennial presidential election in America, occur, 1876)",
CS104-SIM-3,CS104,"(US,held,presidential election), (US,held,1876)",
CS104-SIM-4,CS104,"(1876 presidential election,be,November 7th), (November 7th,relate_to,1876 presidential election)",
CS105-SIM-1,CS105,"(John Olney, reported, ketamine caused irreversible changes in two small areas of the rat brain), (ketamine, caused, irreversible changes in two small areas of the rat brain), (two small areas of the rat brain, in, 1989)",
CS105-SIM-2,CS105,"(Human, have, significant differences in metabolism) (Human, have, differenes in metabolism from the rat brain) (Rat brain, have, differences in metabolism from human brain)",
CS105-SIM-3,CS105,No possible triples can be extracted from this sentence.,
CS106-SIM-1,CS106," (It, founded in, 1994)",
CS106-SIM-2,CS106,"(Kevin Wentworth Preston, founded, it)",
CS106-SIM-3,CS106,"(It, is_based_in, village of Pinkney) (village of Pinkney, is_location_of , It)",
CS106-SIM-4,CS106,"(It, is near, Malmesbury) (Malmesbury, is part of, Wiltshire)",
CS106-SIM-5,CS106,"(Cotswolds, is in, area of England)",
CS107-SIM-1,CS107,"(Vidal, taught, aeronautics), (Vidal, taught at, West Point)",
CS107-SIM-2,CS107,"(He, be, one of the first Army Air Corps pilots)",
CS107-SIM-3,CS107,"(Vidal, was a pioneer in, commercial aviation industry)",
CS108-SIM-1,CS108,"(Vidal, taught, aeronautics); (Vidal, taught, West Point); (aeronautics, taught at, West Point)",
CS108-SIM-2,CS108,"(He, be , one of the first Army Air Corps pilots) ( He , join , Army Air Corps)",
CS108-SIM-3,CS108,"(He, be, later a pioneer), (He, be, a pioneer in commercial aviation industry), (later a pioneer, be, in commercial aviation industry)",
CS109-SIM-1,CS109,"(LSSU, finished, second), (LSSU, in, CCHA)",
CS109-SIM-2,CS109," (They, lost to, Harvard) (In the 1989 NCAA Tournament, was, the quarterfinals)",
CS109-SIM-3,CS109,"(Harvard, won, national championship) (national championship, won by , Harvard) (1989, year of, national championship)",
CS110-SIM-1,CS110,"(Wiccans,believe in,afterlife)",
CS110-SIM-2,CS110,"(Reincarnation, is a teaching of, Wicca)",
CS110-SIM-3,CS110,"(The New Forest coven, originate, 1930s)",
CS111-SIM-1,CS111," (Hundreds of soldiers, are standing, in front of the palace) (Soldiers, are, hundreds) (Palace, is in front of, hundreds of soldiers)",
CS111-SIM-2,CS111,"(soldiers, randomly firing, crowd)",
CS112-SIM-1,CS112,"(Parke, played for, FC Delco)",
CS112-SIM-2,CS112,"(He, play, college soccer at Drexel University); (Drexel University, host, college soccer)",
CS112-SIM-3,CS112,"(MetroStars, drafted, him), (him, drafted by, MetroStars), (2004 MLS SuperDraft, last pick of, him)",
CS113-SIM-1,CS113,"(Parke,played for,FC Delco)",
CS113-SIM-2,CS113,"(He, played, college soccer), (He, attended, Drexel University)",
CS113-SIM-3,CS113,"(MetroStars,drafted,him)",
CS113-SIM-4,CS113,"(He, be, last overall pick of SuperDraft)",
CS114-SIM-1,CS114,"(Parke, played, FC Delco)",
CS114-SIM-2,CS114,"(He,played,four years of college soccer) (He,played at,Drexel University) (Drexel University,have,college soccer)",
CS114-SIM-3,CS114,"(He, drafted by, MetroStars), (MetroStars, drafted, He), (2004, drafted, He)",
CS114-SIM-4,CS114," (He,""chosen with"",60th overall pick) (He,""chosen with"",last overall pick) (He,""chosen with"",MLS SuperDraft)",
CS115-SIM-1,CS115," (Room, filled with, items related to bomb production)  (Room, filled with, newspaper articles about LTTE bombings in Sri Lanka)",
CS115-SIM-2,CS115,"(Colombo,is, hectic)",
CS116-SIM-1,CS116,"(LTTE,use,materials), (LTTE,bomb,Sri Lanka), (newspaper articles,describe,LTTE bombings)",
CS116-SIM-2,CS116,"(Colombo, cuts to, morning)",
CS117-SIM-1,CS117,"(room, full_of, bomb making material), (room, full_of, newspaper articles)",
CS117-SIM-2,CS117,"(Colombo, be_in, Typical Morning)",
CS117-SIM-3,CS117,"(Room, starts in, Film)",
CS117-SIM-4,CS117,"(Newspaper articles, are about, LTTE bombings in Sri Lanka) (LTTE bombings, occurred in, Sri Lanka)",
CS117-SIM-5,CS117,"(Colombo, be, busy), (Colombo, be, in), (in, refer, morning)",
CS118-SIM-1,CS118," ('The Monument','was destroyed','in 1940') ('Monument','was destroyed','1940')",
CS118-SIM-2,CS118," (Nazis,destroyed,it) (Nazis,invaded,Poland)",
CS118-SIM-3,CS118,"(restoration,was,visible) (in 1955,restored,visible)",
CS119-SIM-1,CS119,"(the games, sold, 60,000 copies), (60,000 copies, by, February)",
CS119-SIM-2,CS119,"(games, sold, 100,000 copies)",
CS120-SIM-1,CS120,"(Peter, punched, Manson), (Peter, punched, face)",
CS120-SIM-2,CS120,"(Lois, accuse, Manson), (Manson, destroy, Lois' son)",
CS120-SIM-3,CS120,"(They,found,Manson)",
CS121-SIM-1,CS121,"(Peter, punched, Manson), (Manson, punched by, Peter), (Peter, punched, face), (face, punched by, Peter)",
CS121-SIM-2,CS121,"(Lois, accused, Manson)",
CS121-SIM-3,CS121,"(They, found, Manson)",
CS121-SIM-4,CS121,"(Manson,destroyed,son)",
CS122-SIM-1,CS122,"(Daytona 500, is, most prestigious race in NASCAR) (Most prestigious race in NASCAR, is, Daytona 500)",
CS122-SIM-2,CS122," (Daytona 500, is the running of, 56th) (This, was the running of, Daytona 500)",
CS123-SIM-1,CS123,"(she,went,India)",
CS123-SIM-2,CS123,"(She,live,Buddhistic monastery)",
CS123-SIM-3,CS123,"(She,returned to,Israel) (She,returned in,200)",
CS124-SIM-1,CS124,"(she,ended,contract) (she,went,India)",
CS124-SIM-2,CS124,"(She,lived in,Buddhistic monastery), (She,lived for,a year)",
CS124-SIM-3,CS124,"(she,returned,Israel)",
CS125-SIM-1,CS125,"(J,get married,Mexico), (Linda,get married,Mexico).",
CS125-SIM-2,CS125,"(They, come back, to their house), (They, come back, on their wedding day)",
CS126-SIM-1,CS126,"(J, get married, Mexico), (Linda, get married, Mexico)",
CS126-SIM-2,CS126," (they,return,house) , (they,wed,on their wedding day)",
CS127-SIM-1,CS127,"(Yarrabee Flats, is located in, South Yarra), (Yarrabee Flats, is located in, Melbourne), (Yarrabee Flats, is located in, Australia)",
CS127-SIM-2,CS127,"(building, consists of, five flats) (five flats, part of, building)",
CS127-SIM-3,CS127," (Frederick Romberg, design, Yarrabee Flats)",
CS127-SIM-4,CS127,"(Yarrabee Flats, located at, 44 Walsh Street)",
CS128-SIM-1,CS128,"(Yarrabee Flats, is located in, South Yarra, Melbourne, Australia)",
CS128-SIM-2,CS128,"(It , consists, of five flats)",
CS128-SIM-3,CS128,"(Frederick Romberg, design, it)",
CS128-SIM-4,CS128,"(He,was,Australian architect)",
CS129-SIM-1,CS129,"(town, be, unique)",
CS129-SIM-2,CS129,"( Fore Street, has, stream)(Stream, running on, either side)",
CS129-SIM-3,CS129,"(One,flows_into,Bristol Channel)",
CS129-SIM-4,CS129,"(The, reaches, English Channel)",
CS130-SIM-1,CS130,"(Local folklore, claims, there is a stream running along Fore Street)",
CS130-SIM-2,CS130,"(stream,flows into,Bristol Channel), (stream, reaches, English Channel)",
CS130-SIM-3,CS130,"(Fore Street, has, two streams) (two streams, running on, either side)",
CS130-SIM-4,CS130,"(town,has,unusual feature), (local folklore,according to,unusual feature)",
CS131-SIM-1,CS131,"1) (Exhaust gases, must not be cooled, below a certain temperature)",
CS131-SIM-2,CS131,"(The risk, of, sulphur and nitrogen oxides condensing), (sulphur and nitrogen oxides, is present, risk)",
CS131-SIM-3,CS131,"(Acids, could damage, ID Fans)",
CS131-SIM-4,CS131,"(exhaust gases, must be avoided, Cooling)",
CS132-SIM-1,CS132,"(Exhaust gases, Had, Temperature limit)",
CS132-SIM-2,CS132,"(Sulphur, form, Acids), (Nitrogen Oxides, form, Acids)",
CS132-SIM-3,CS132,"(Acids, damage, ID Fans)",
CS133-SIM-1,CS133,"(Hardwick Court Farm, located_in, Chertsey, Surrey)",
CS133-SIM-2,CS133,"(Hardwick Court Farm, be established, during the Saxon period)",
CS133-SIM-3,CS133,"(Hardwick Court Farm, is, large farm)",
CS134-SIM-1,CS134,"(Hardwick Court Farm, is in, Chertsey), (Chertsey, is in, Surrey)",
CS134-SIM-2,CS134,"(Farm, established, Saxon period)",
CS134-SIM-3,CS134,"(Hardwick Court Farm, is, large farm)",
CS135-SIM-1,CS135,"(Masood, have, criminal convictions)",
CS135-SIM-2,CS135,"(His, first conviction, 1983), (His, be for, criminal damage)",
CS135-SIM-3,CS135,"(His, be convicted of, knife possession in 2003); (knife possession in 2003, was, conviction)",
CS136-SIM-1,CS136,"(Masood, known_to, police)",
CS136-SIM-2,CS136,"(He, had, number of prior criminal convictions)",
CS136-SIM-3,CS136,"(His, oldest conviction was, criminal damage in 1983)",
CS136-SIM-4,CS136,"(His, most recent conviction, knife possession) (His, have conviction, December 2003)",
CS137-SIM-1,CS137,"(Allergy, stem from, POIS)",
CS137-SIM-2,CS137,"(Hyposensitization therapy, cure, effects), (allergen immunotherapy, cure, effects)",
CS137-SIM-3,CS137,"(post orgasmic illness syndrome, is called, This condition)",
CS138-SIM-1,CS138,"(POIS,is_called,condition)",
CS138-SIM-2,CS138,"(Allergy, originate from, POIS), (POIS, originate from, Allergy)",
CS138-SIM-3,CS138," (Hyposensitization therapy, cure, effects of POIS),  (Allergen immunotherapy, cure, effects of POIS).",
CS139-SIM-1,CS139,"(She, used, it), (She, burst out, tanker)",
CS139-SIM-2,CS139,"(She,destroyed,White Whale members), (White Whale members,nearby,She)",
CS139-SIM-3,CS139,"(She, formed, giant robotic suits of armour)",
CS139-SIM-4,CS139,"(She, armoured, herself) (She, armoured, teammates)",
CS140-SIM-1,CS140,"(He,allowed to return to,South Africa) (Emily Booth,built,house) (Emily Booth,had built,house) (House,was some considerable distance from,Cape Town)",
CS140-SIM-2,CS140,"(he, be discouraged, active involvement in African affairs)",
CS141-SIM-1,CS141,"(The Council, was registered, in India)",
CS141-SIM-2,CS141," (Its, headquarters is in, New Delhi)  (Its, headquarters is in, India)",
CS142-SIM-1,CS142,"(The Council,registered,India)",
CS142-SIM-2,CS142,"(Its, headquarters-is, New Delhi)",
CS142-SIM-3,CS142,"(India,registered,it) (It,registered,India)",
CS142-SIM-4,CS142,"(Its, headquarters is in, India's capital city)",
CS143-SIM-1,CS143,"(Her, began, 1996)",
CS143-SIM-2,CS143,"(She,convicted of,federal charges of tax evasion), (She,convicted of,September 1996)",
CS143-SIM-3,CS143,"(She, sentenced, 37 months in prison)",
CS144-SIM-1,CS144,"(Fairmount Line, undergoing, major rehabilitation)",
CS144-SIM-2,CS144," (Boston, construct, four new stations) (Four new stations, be, constructed)",
CS144-SIM-3,CS144,#NAME?,
CS144-SIM-4,CS144," (Wachusett Station, is the new western terminus of, Fitchburg Line)",
CS145-SIM-1,CS145,"(The Fairmount Line, is being renovated, None)",
CS145-SIM-2,CS145,"(Boston, build, 4 new stations), (Four new stations, be built in, Boston)",
CS145-SIM-3,CS145,"(Wachusett Station, work underway, new Fitchburg Line terminus) (new Fitchburg Line terminus, located, Wachusett Station)",
CS146-SIM-1,CS146,"(The Fairmount Line, is being renovated, null)",
CS146-SIM-2,CS146,"(Boston,build,four new stations) (Four new stations,being built in,Boston)",
CS146-SIM-3,CS146,"(Fitchburg Line, have, new western terminus), (Work, begun, on)",
CS146-SIM-4,CS146,"(Wachusett Station, is, the new western terminus)",
CS147-SIM-1,CS147," (Human, Navigate, Coral Sea) (Activity, Traditional, Navigation)",
CS147-SIM-2,CS147,"( Queensland,have,10 major ports), (ports,located,on the Queensland coast)",
CS148-SIM-1,CS148,"(Navigation, is, activity),(Navigation, has been, traditional activity),(Coral Sea, has, navigation)",
CS148-SIM-2,CS148,"(Queensland,has,10 major ports) (Queensland coast,has,10 major ports)",
CS149-SIM-1,CS149," (Hakomi, is, a method) (Hakomi, is for, helping people)",
CS149-SIM-2,CS149,"(It,uses,core material), (It,changing,core beliefs), (It,transform,their way of being in the world)",
CS150-SIM-1,CS150,"(Hakomi, is, method of transformation)",
CS150-SIM-2,CS150,"(People, Help, Change Their Beliefs)",
CS150-SIM-3,CS150,"(Goal, Achieve, Core Material)",
CS150-SIM-4,CS150,"(People,help,change their way of being in the world)",
CS151-SIM-1,CS151,"(Everett, born_in, Charleville, Queensland)",
CS151-SIM-2,CS151,"(He, moved to, Brisbane)",
CS151-SIM-3,CS151," (He, joined, singing group) (He, as, teen)",
CS152-SIM-1,CS152,"(Editor, can be reconfigured using, Emacs Lisp)",
CS152-SIM-2,CS152,"(1, 'is', 'Emacs Lisp') (2, 'is', 'simple') (3, 'is', 'easy to learn') (4, 'has property', 'language')",
CS152-SIM-3,CS152,"(Changes, require, editor to be restarted or recompiled), (Changes, require, Lisp code), (Lisp code, do not require, editor to be restarted or recompiled)",
CS153-SIM-1,CS153,"(Emacs Lisp, customizes, Almost all editor functionalities)",
CS153-SIM-2,CS153," ('Emacs Lisp', 'is easy to learn', '')",
CS153-SIM-3,CS153,"(Changes, made with, Lisp) (Lisp, require, editor restart) (Lisp, require, recompilation)",
CS154-SIM-1,CS154,"(The Editor, can be reconfigured using Emacs Lisp, Almost all of the functionality)",
CS154-SIM-2,CS154,"( ""Emacs Lisp"", ""is a"", ""simple and easy to learn language"")",
CS154-SIM-3,CS154,"(Changes, require, editor)(editor, restarted, not)(editor, recompiled, not)",
CS155-SIM-1,CS155,"(Mr Justice Sayed Zahid Hussain, has taken, an oath)",
CS155-SIM-2,CS155,"(He, is the Chief Justice of, Lahore High Court)",
CS156-SIM-1,CS156," (Williams, be born in, Lansdowne, Cape Town, South Africa)  (Lansdowne, be located in, Cape Town, South Africa)  (Cape Town, be located in, South Africa)",
CS156-SIM-2,CS156,"(Williams, grew up in, Mitchells Plain)",
CS156-SIM-3,CS156," (Mitchells Plain, established, under apartheid)  (apartheid, established, Mitchells Plain)",
CS157-SIM-1,CS157,"(Marques de Sousa,went to,Rio de Janeiro), (deposed president,went to,Rio de Janeiro)",
CS157-SIM-2,CS157,"(central government, offer, help) (help, could not be offered, central government)",
CS157-SIM-3,CS157,"(Nation, Face, Rebellions and Riots), (Nation,Erupt,Rebellions and Riots)",
CS158-SIM-1,CS158,"(She, was born in, Los Angeles, California)",
CS158-SIM-2,CS158,"(She, grew up in, Garden Grove), (She, grew up in, California)",
CS158-SIM-3,CS158,"(She, attended, California State University, Fullerton)",
CS159-SIM-1,CS159,"(She, was born in, Los Angeles, California)",
CS159-SIM-2,CS159,"(She,grew up in,Garden Grove), (She,lived in,California)",
CS159-SIM-3,CS159,"(She, attended, California State University, Fullerton)",
CS160-SIM-1,CS160,"(Beasley,shot,August 2012)",
CS160-SIM-2,CS160,"(He, drove, himself), (himself, to, hospital)",
CS160-SIM-3,CS160,"(He, was released, next day)",
CS161-SIM-1,CS161,"(Beasley, be shot, August 2012)",
CS161-SIM-2,CS161,"(He, drove, himself to a hospital)",
CS161-SIM-3,CS161,"(He, released, following day)",
CS162-SIM-1,CS162,"(Copley, born in, Ingham, Queensland)",
CS162-SIM-2,CS162,"(He, moved to, Brisbane), (He, moved at, a young age)",
CS162-SIM-3,CS162,"(He, played, junior rugby league), (He, played, Aspley Devils)",
CS162-SIM-4,CS162,"(He, attended, Wavell State High School)",
CS162-SIM-5,CS162,"(He, signed by, Brisbane Broncos)",
CS163-SIM-1,CS163,"(Tracy, born in, Cincinnati)",
CS163-SIM-2,CS163,"(She, has lived in, Ohio), (She, has lived, all her life)",
CS163-SIM-3,CS163,"(She, attended, Colerain High School)",
CS164-SIM-1,CS164,"(Bavo, decide to reform himself, after wife's death)",
CS164-SIM-2,CS164,"(Bavo, heard, sermon preached by a monk), (a monk, preached, sermon), (Saint Amand,preached,sermon)",
CS164-SIM-3,CS164,"(Bavo, inspired by, sermon)",
CS165-SIM-1,CS165,"(Anshu Gupta, founded, organisation) (organisation, founded by, Anshu Gupta) (Anshu Gupta, founded in, 1999) (organisation, founded in, 1999)",
CS165-SIM-2,CS165,"(He, left, corporate job)(He, begin, organisation)",
CS165-SIM-3,CS165,"(Organisation, founded in, Sarita Vihar, New Delhi)",
CS166-SIM-1,CS166,"(Anshu Gupta,found,it), (Anshu Gupta,founded,in 1999)",
CS166-SIM-2,CS166,"(He, left, corporate job) (He, start, organisation)",
CS166-SIM-3,CS166,"(It, located, Sarita Vihar, New Delhi)",
CS167-SIM-1,CS167,"(Ferry, runs from, Ferry Lane), (Ferry Lane, in, Shepperton)",
CS167-SIM-2,CS167,"(ferry, goes to, south bank of the river)",
CS167-SIM-3,CS167,"(Weybridge, is a short walk from, Thames Street), (Thames Street, located in, Weybridge)",
CS167-SIM-4,CS167,"(Ferry, situated, just below Shepperton Lock)",
CS167-SIM-5,CS167," (Shepperton Lock, is on, the reach above Sunbury Lock)  (the reach, above, Sunbury Lock)",
